avgOxygenSaturation.timeFrame.timestamp,avgOxygenSaturation.oxygenSaturation.value,
2022-05-18 07:11:51,95.29,
2022-05-18 07:10:51,94.78,
2022-05-18 07:09:51,95.23,
2022-05-18 07:08:51,95.63,
2022-05-18 07:07:51,95.25,
2022-05-18 07:06:51,95.26,
2022-05-18 07:05:51,94.84,
2022-05-18 07:04:51,95.7,
2022-05-18 07:03:51,95.0,
2022-05-18 07:02:52,95.65,
2022-05-18 07:01:52,96.16,
2022-05-18 07:00:52,96.09,
2022-05-18 06:59:52,95.28,
2022-05-18 06:58:52,94.67,
2022-05-18 06:57:52,96.07,
2022-05-18 06:56:52,96.21,
2022-05-18 06:55:52,96.07,
2022-05-18 06:54:52,94.47,
2022-05-18 06:53:53,95.11,
2022-05-18 06:52:53,96.0,
2022-05-18 06:51:53,96.54,
2022-05-18 06:50:53,97.21,
2022-05-18 06:49:53,96.8,
2022-05-18 06:48:53,97.55,
2022-05-18 06:47:53,97.46,
2022-05-18 06:46:53,97.88,
2022-05-18 06:45:53,98.15,
2022-05-18 06:44:54,98.48,
2022-05-18 06:43:54,97.9,
2022-05-18 06:42:54,98.07,
2022-05-18 06:41:54,97.31,
2022-05-18 06:40:54,97.32,
2022-05-18 06:39:54,98.81,
2022-05-18 06:38:54,98.15,
2022-05-18 06:37:54,95.69,
2022-05-18 06:36:54,94.94,
2022-05-18 06:35:54,97.64,
2022-05-18 06:34:55,98.08,
2022-05-18 06:33:55,98.42,
2022-05-18 06:32:55,98.34,
2022-05-18 06:31:55,96.84,
2022-05-18 06:30:55,96.85,
2022-05-18 06:29:55,97.52,
2022-05-18 06:28:55,97.05,
2022-05-18 06:27:55,97.85,
2022-05-18 06:26:55,97.49,
2022-05-18 06:25:56,95.97,
2022-05-18 06:24:56,95.16,
2022-05-18 06:23:56,95.65,
